id,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price_per_night,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
5874326,28722667,Qudsia,Brooklyn,Flatlands,40.62345,-73.93001,Private Room,89,1,68,2019-06-23,1.31,3,365
5875384,9235481,Reynaldo,Manhattan,Washington Heights,40.8538,-73.93197,Shared Room,45,2,2,2016-12-05,0.04,2,0
5878382,18527346,Kaley,Brooklyn,Prospect Heights,40.67417,-73.96518,Private Room,60,1,5,2016-06-12,0.1,1,0
5881122,22087408,Dominik,Manhattan,Lower East Side,40.71735,-73.98213,Private Room,125,1,44,2019-06-10,1.15,3,284
5882068,2533934,Leeore,Brooklyn,Flatbush,40.64802,-73.96063,Entire Home/Apt,85,2,11,2019-06-20,0.78,1,0
5882725,20557884,Anita,Brooklyn,Williamsburg,40.70691,-73.9481,Entire Home/Apt,165,4,73,2019-06-25,1.42,1,237
5883159,436365,Jessica M.,Manhattan,Upper East Side,40.76813,-73.95354,Entire Home/Apt,144,7,17,2018-05-24,0.35,3,0
5885101,21364540,Francisca,Brooklyn,Williamsburg,40.70217,-73.93737,Private Room,60,4,3,2017-09-02,0.09,2,25
5885201,4291007,Graham And Ben,Brooklyn,Bedford-Stuyvesant,40.69363,-73.9598,Private Room,95,30,40,2019-06-01,0.8,11,331
5885280,4291007,Graham And Ben,Brooklyn,Bedford-Stuyvesant,40.69442,-73.96016,Private Room,95,30,53,2019-03-16,1.05,11,201
5885396,4291007,Graham And Ben,Brooklyn,Clinton Hill,40.69344,-73.96153,Private Room,95,30,46,2019-05-22,0.9,11,317
5885402,4291007,Graham And Ben,Brooklyn,Bedford-Stuyvesant,40.69498,-73.96002,Private Room,95,30,35,2019-05-28,0.69,11,340
5885542,4291007,Graham And Ben,Brooklyn,Clinton Hill,40.69292,-73.96151,Private Room,95,30,43,2019-02-23,0.84,11,312
5889379,30585124,Rawn,Bronx,Longwood,40.81935,-73.90772,Private Room,65,5,15,2019-06-09,0.69,2,150
5891777,18014128,Inessa,Staten Island,Great Kills,40.5517,-74.14636,Entire Home/Apt,65,5,62,2019-05-21,1.22,1,336
5892693,29739883,Adam & Allen,Brooklyn,Greenpoint,40.72232,-73.9434,Entire Home/Apt,110,2,248,2019-06-13,4.82,2,1
5892733,10859726,Don Luis,Queens,Astoria,40.77093,-73.93291,Private Room,47,5,7,2019-05-28,0.13,3,236
5893277,30606207,Liza,Queens,Ditmars Steinway,40.77842,-73.92549,Private Room,175,30,5,2019-03-25,0.31,1,283
5894720,8201914,Faye,Brooklyn,Williamsburg,40.71124,-73.95256,Entire Home/Apt,234,4,11,2018-08-26,0.23,1,0
5894824,26554386,Gabrielle,Brooklyn,Prospect-Lefferts Gardens,40.65516,-73.95882,Entire Home/Apt,105,14,43,2019-01-02,0.83,1,319
5895056,30616879,Anna,Queens,Flushing,40.754,-73.80701,Private Room,47,2,40,2017-10-12,0.81,3,311
5895082,30616879,Anna,Queens,Flushing,40.76173,-73.80767,Private Room,55,2,55,2019-02-28,1.12,3,342
5897622,17266994,Tom,Manhattan,Harlem,40.80796,-73.95623,Entire Home/Apt,146,5,67,2019-07-03,2.17,2,239
5899598,6319915,Jason,Staten Island,St. George,40.64567,-74.08368,Entire Home/Apt,60,4,118,2019-06-20,2.54,2,17
5902510,30656279,Jill,Manhattan,Hell'S Kitchen,40.76799,-73.98644,Private Room,61,12,31,2018-03-19,0.6,4,102
5903889,30616009,Daniel,Manhattan,Chinatown,40.71758,-73.99201,Private Room,84,1,2,2017-06-25,0.08,1,2
5904098,766580,Michael And Kimberly,Manhattan,East Harlem,40.78935,-73.94788,Entire Home/Apt,179,2,55,2016-07-08,1.06,1,185
5904490,30667498,Cristina,Brooklyn,Greenpoint,40.72492,-73.95097,Entire Home/Apt,175,1,1,2015-07-16,0.02,1,0
5904522,30667653,Adam,Manhattan,Chelsea,40.74621,-73.99119,Entire Home/Apt,250,2,1,2015-10-26,0.02,1,0
5905128,28187447,Francis,Brooklyn,Bedford-Stuyvesant,40.68336,-73.91449,Entire Home/Apt,83,3,57,2019-06-08,1.13,2,264
5905501,9053876,Amy,Brooklyn,Crown Heights,40.67768,-73.93682,Entire Home/Apt,105,1,59,2018-01-03,1.15,2,213
5913433,30710562,Tim,Brooklyn,Greenpoint,40.7229,-73.94775,Entire Home/Apt,125,2,5,2015-10-12,0.1,1,0
5915351,30719563,David,Brooklyn,Bedford-Stuyvesant,40.67953,-73.95136,Private Room,150,7,12,2018-08-26,0.25,1,0
5916713,2272846,Zack,Brooklyn,Williamsburg,40.71614,-73.95282,Private Room,69,30,16,2019-06-06,0.45,2,225
5917209,7956482,Lauren,Brooklyn,Bedford-Stuyvesant,40.68701,-73.95412,Entire Home/Apt,190,2,1,2017-06-26,0.04,1,0
5917563,4327985,Maria Ana,Brooklyn,Williamsburg,40.71288,-73.94406,Private Room,76,2,34,2018-09-30,0.7,1,39
5918053,2938204,Veronica,Manhattan,Soho,40.72741,-74.00178,Private Room,142,5,8,2017-12-21,0.16,1,188
5918356,2588808,Arturo,Manhattan,Hell'S Kitchen,40.76115,-73.98707,Entire Home/Apt,125,7,4,2018-02-19,0.08,1,0
5919646,410962,Mike,Manhattan,Hell'S Kitchen,40.76738,-73.98466,Entire Home/Apt,200,3,14,2019-07-07,0.32,1,9
5925343,1177497,Jessica,Brooklyn,Clinton Hill,40.68963,-73.96713,Private Room,259,1,94,2019-06-26,1.85,11,365
5925550,30768511,Richard,Brooklyn,Park Slope,40.67616,-73.97418,Entire Home/Apt,275,5,1,2016-07-30,0.03,1,0
5926854,557157,Sumit,Manhattan,Noho,40.72951,-73.99203,Entire Home/Apt,179,1,28,2017-11-25,0.54,1,0
5926953,30430827,Steve,Brooklyn,Fort Greene,40.69634,-73.97296,Private Room,70,1,152,2019-06-24,3.02,1,249
5931103,24982374,David,Brooklyn,Clinton Hill,40.69354,-73.96152,Entire Home/Apt,259,2,99,2019-06-28,3.07,1,296
5932543,30803097,Nikki,Manhattan,West Village,40.72934,-74.00276,Entire Home/Apt,300,2,6,2018-04-08,0.27,1,0
5934108,4461578,Jose,Brooklyn,Park Slope,40.6748,-73.97736,Entire Home/Apt,95,3,4,2015-08-24,0.08,1,270
5934255,1407676,Jessica,Brooklyn,Williamsburg,40.71604,-73.9589,Private Room,132,1,143,2019-06-26,2.99,4,273
5935275,28846474,Adam,Queens,Long Island City,40.7477,-73.94438,Private Room,80,4,3,2015-09-02,0.06,1,0
5936796,30824695,Idamil,Manhattan,Upper East Side,40.7817,-73.94613,Private Room,85,3,3,2017-08-16,0.09,1,0
5940268,30839692,Stavros,Queens,Flushing,40.75518,-73.80422,Private Room,50,1,154,2019-07-06,3.05,3,243
5940868,2862308,Auran,Brooklyn,Greenpoint,40.72777,-73.95231,Entire Home/Apt,75,2,6,2017-01-04,0.14,1,0
5940920,30836013,Ellen,Manhattan,Gramercy,40.73536,-73.98393,Entire Home/Apt,209,30,27,2019-05-11,0.53,1,197
5941888,1679702,Kristy,Manhattan,Noho,40.72634,-73.9932,Entire Home/Apt,330,2,4,2015-10-14,0.08,1,0
5942962,2981156,Kia,Queens,Long Island City,40.7618,-73.92728,Shared Room,55,1,26,2018-12-02,0.55,2,84
5943770,18002339,Juliette,Manhattan,Upper West Side,40.79788,-73.9618,Private Room,60,7,1,2015-06-15,0.02,1,0
5944460,17300177,Peggy,Brooklyn,Williamsburg,40.70965,-73.96817,Entire Home/Apt,180,30,4,2017-06-22,0.13,1,13
5944801,27796188,John,Manhattan,Harlem,40.80947,-73.95392,Entire Home/Apt,300,2,60,2019-07-05,1.18,2,198
5945548,30865924,Eva,Manhattan,Inwood,40.87093,-73.91737,Entire Home/Apt,175,3,6,2018-08-31,0.13,1,0
5946137,11237515,Lindiwe,Manhattan,Harlem,40.82335,-73.94887,Private Room,100,3,4,2015-07-01,0.08,1,358
5954466,30909882,Peter,Brooklyn,Greenpoint,40.72102,-73.94808,Entire Home/Apt,175,5,21,2019-04-16,0.41,1,0
5957111,5449480,Jana,Brooklyn,Fort Greene,40.69134,-73.97229,Entire Home/Apt,175,10,1,2016-07-06,0.03,1,189
5958299,30454464,Sterling,Manhattan,Chelsea,40.74717,-73.99179,Private Room,105,1,158,2019-07-04,3.08,1,105
5965198,1566167,Beth,Brooklyn,Kensington,40.63555,-73.97151,Entire Home/Apt,49,5,21,2019-03-20,0.42,1,34
5965946,4308068,Crystal,Brooklyn,Bushwick,40.69904,-73.91282,Private Room,65,2,37,2019-06-23,0.78,1,0
5967998,29278028,Alexis,Manhattan,Upper East Side,40.77635,-73.95616,Entire Home/Apt,450,5,37,2019-07-05,0.86,4,108
5977676,3912042,Katie,Manhattan,Upper West Side,40.79092,-73.97426,Entire Home/Apt,185,3,59,2019-06-19,1.17,1,4
5978999,31040344,Richard,Brooklyn,Bedford-Stuyvesant,40.68402,-73.95176,Private Room,57,2,104,2018-01-03,2.33,1,0
5979675,7039396,Sol And Coach,Brooklyn,Cypress Hills,40.68085,-73.88895,Entire Home/Apt,79,1,91,2019-06-29,1.81,2,255
5985742,31074353,Peter,Brooklyn,South Slope,40.66923,-73.98714,Entire Home/Apt,218,2,137,2019-06-26,2.79,1,250
5986444,914838,Lior,Manhattan,Hell'S Kitchen,40.75709,-73.99545,Entire Home/Apt,70,30,11,2018-10-07,0.23,7,333
5990045,12411178,Brandon,Brooklyn,Red Hook,40.67477,-74.01046,Entire Home/Apt,350,2,71,2019-06-13,1.45,1,287
5990467,31102831,Marj,Brooklyn,Boerum Hill,40.68401,-73.98521,Private Room,100,4,120,2019-06-16,2.36,1,22
5991434,31108509,David,Brooklyn,Borough Park,40.6409,-73.99891,Entire Home/Apt,150,3,51,2019-06-28,1.07,1,180
5991675,22388424,Leslie,Queens,Ridgewood,40.70399,-73.91195,Private Room,46,4,17,2018-09-08,0.39,2,262
5992438,2537749,Anna,Brooklyn,Fort Greene,40.6942,-73.97104,Private Room,50,1,2,2016-09-23,0.06,1,0
5993541,4562182,Florence,Manhattan,Harlem,40.81506,-73.94851,Entire Home/Apt,285,30,74,2019-05-23,1.47,4,284
5998890,5574620,Lynn,Brooklyn,Crown Heights,40.67215,-73.95753,Entire Home/Apt,220,2,5,2015-08-11,0.1,1,0
5998978,4198853,Chad,Manhattan,Lower East Side,40.71769,-73.98801,Private Room,125,1,1,2015-05-04,0.02,1,0
5999786,4714927,Elisa,Manhattan,East Harlem,40.79155,-73.94746,Private Room,80,1,70,2019-06-18,1.36,4,102
6000709,10859726,Don Luis,Queens,Astoria,40.7701,-73.93219,Private Room,58,1,2,2019-07-01,0.04,3,249
6000785,31150792,Micah,Brooklyn,Bushwick,40.69709,-73.93538,Entire Home/Apt,100,2,143,2019-05-18,3.41,1,0
6000868,2787900,Maggie,Brooklyn,Bedford-Stuyvesant,40.67955,-73.94662,Entire Home/Apt,175,2,42,2019-02-09,0.82,1,0
6004052,27175572,Susanne,Brooklyn,Prospect Heights,40.67949,-73.97172,Entire Home/Apt,160,2,105,2019-06-01,2.05,1,18
6004200,20109767,Jennifer,Manhattan,Harlem,40.82846,-73.94492,Private Room,65,1,6,2015-06-18,0.12,1,341
6004567,28720717,Albert,Manhattan,East Village,40.73235,-73.98646,Entire Home/Apt,499,30,11,2019-03-03,0.52,2,332
6004786,14477996,Simone,Manhattan,Soho,40.72703,-74.00286,Entire Home/Apt,350,2,10,2015-12-21,0.2,1,0
6005231,31175000,Kathryn,Brooklyn,Bedford-Stuyvesant,40.68459,-73.93985,Entire Home/Apt,105,2,127,2019-06-27,3.88,3,113
6005868,31177258,Sam,Brooklyn,Williamsburg,40.71151,-73.95339,Entire Home/Apt,245,5,32,2019-04-26,0.63,1,305
6005910,23044811,Ettrick,Brooklyn,Bedford-Stuyvesant,40.68569,-73.94358,Entire Home/Apt,139,2,119,2019-06-09,2.31,2,175
6006387,31181172,T.,Manhattan,Harlem,40.82442,-73.95203,Private Room,50,20,9,2018-01-27,0.24,1,300
6006661,31183039,Jai,Queens,Jackson Heights,40.74936,-73.88698,Entire Home/Apt,90,7,2,2015-12-05,0.04,1,0
6006711,28429835,Arpan,Manhattan,East Village,40.72753,-73.98749,Private Room,250,1,1,2015-05-22,0.02,1,0
6006837,6527023,Sehrish,Brooklyn,Sunset Park,40.66343,-73.99324,Private Room,70,4,1,2015-05-13,0.02,1,0
6012187,25796636,Michael,Manhattan,East Village,40.72425,-73.98866,Entire Home/Apt,150,1,44,2017-07-30,0.91,1,0
6013186,31175000,Kathryn,Brooklyn,Bedford-Stuyvesant,40.68446,-73.93956,Entire Home/Apt,109,3,79,2019-06-30,2.07,3,0
6014926,820011,Ike,Manhattan,East Village,40.72646,-73.98685,Entire Home/Apt,140,7,59,2019-06-23,1.17,1,268
6015754,8636732,Kay,Brooklyn,Flatbush,40.63676,-73.96713,Private Room,31,10,1,2015-11-02,0.02,2,0
6018325,25237492,Juliana,Manhattan,Washington Heights,40.84245,-73.93918,Entire Home/Apt,140,30,8,2019-06-17,0.17,34,312
6018589,31241183,Lilian,Manhattan,Washington Heights,40.83741,-73.93928,Private Room,65,2,36,2019-06-22,0.74,2,273
6019386,31245355,Kiela,Manhattan,Harlem,40.80991,-73.94058,Entire Home/Apt,85,2,18,2019-06-02,0.38,1,90
6020237,28422099,D,Manhattan,Morningside Heights,40.81134,-73.95531,Entire Home/Apt,155,5,87,2019-05-25,1.7,1,99
6026166,3372156,Kate,Manhattan,East Village,40.7254,-73.98854,Private Room,125,3,2,2016-01-03,0.04,1,0
6026546,22613302,Brittany,Manhattan,Upper East Side,40.77793,-73.9602,Entire Home/Apt,170,5,2,2015-10-05,0.04,1,0
6027345,2881,Loli,Brooklyn,Bedford-Stuyvesant,40.68242,-73.94774,Private Room,65,2,280,2019-07-05,5.51,2,249
6027485,31283971,Ana,Brooklyn,Bedford-Stuyvesant,40.68568,-73.95237,Private Room,38,3,1,2017-12-31,0.05,1,0
6029332,1257611,Arthur,Brooklyn,Williamsburg,40.71192,-73.94161,Private Room,110,2,4,2015-08-29,0.08,1,0
6029809,4049004,Poppy,Brooklyn,Bedford-Stuyvesant,40.68245,-73.91951,Entire Home/Apt,100,3,106,2019-07-05,2.28,1,52
6029987,15635060,Chris,Manhattan,Washington Heights,40.84305,-73.94045,Entire Home/Apt,125,2,10,2016-06-29,0.21,1,0
6031895,6396863,Tianhui,Manhattan,Theater District,40.76257,-73.98574,Private Room,60,1,1,2015-08-02,0.02,1,0
6031904,20667334,Irene,Manhattan,West Village,40.73261,-74.00116,Private Room,80,3,129,2019-06-14,2.52,1,78
6033449,25237492,Juliana,Manhattan,Washington Heights,40.84035,-73.94089,Entire Home/Apt,95,30,11,2019-05-25,0.25,34,97
6037761,7256281,Sne,Manhattan,East Village,40.72816,-73.98843,Private Room,163,2,396,2019-06-23,7.71,1,143
6040757,23713669,Vanessa & Martin,Brooklyn,Prospect Heights,40.67554,-73.96384,Entire Home/Apt,225,3,29,2019-06-04,0.58,1,56
6042335,17199564,Mark,Brooklyn,Boerum Hill,40.68686,-73.98231,Entire Home/Apt,170,10,2,2015-10-12,0.04,1,0
6042635,31358851,Mo,Manhattan,Washington Heights,40.85882,-73.92897,Entire Home/Apt,65,4,38,2019-06-30,0.79,1,307
6043199,9745447,Clara,Brooklyn,Bedford-Stuyvesant,40.68915,-73.95116,Private Room,60,1,11,2017-10-08,0.32,1,0
6043671,16458904,Margaret,Manhattan,Murray Hill,40.74725,-73.97431,Entire Home/Apt,168,30,12,2017-05-30,0.25,1,58
6043733,6475110,Meg,Brooklyn,Crown Heights,40.67652,-73.96147,Entire Home/Apt,100,2,3,2016-10-27,0.09,1,0
6044964,31204745,Monika,Queens,Arverne,40.58921,-73.79479,Entire Home/Apt,89,2,150,2019-06-11,3.0,1,268
6045055,3435092,Elena,Manhattan,Upper East Side,40.78234,-73.94907,Private Room,109,4,191,2019-06-20,3.75,3,243
6048583,31389734,Matt,Manhattan,Greenwich Village,40.72966,-73.99787,Entire Home/Apt,120,4,1,2015-08-22,0.02,1,0
6051044,16139880,Ksenia & Masha,Brooklyn,Bedford-Stuyvesant,40.67815,-73.91518,Private Room,40,3,101,2019-06-24,2.01,6,180
6051782,2119276,Host,Manhattan,Gramercy,40.73342,-73.98545,Entire Home/Apt,150,30,10,2019-04-11,0.21,39,67
6051856,9828418,Gabriela,Manhattan,Washington Heights,40.84411,-73.93764,Private Room,45,2,3,2016-05-07,0.07,1,0
6052119,8893700,John,Brooklyn,Sunset Park,40.66124,-73.99449,Entire Home/Apt,159,30,8,2018-11-11,0.81,2,51
6052129,7809025,Omri,Manhattan,East Harlem,40.79816,-73.94111,Entire Home/Apt,149,4,14,2019-06-01,0.28,1,0
6054194,2568690,Collin,Queens,Astoria,40.75673,-73.9253,Entire Home/Apt,125,3,3,2015-06-11,0.06,1,0
6054400,18874199,Alina,Brooklyn,Greenpoint,40.73629,-73.95208,Entire Home/Apt,75,1,27,2015-10-05,0.53,1,0
6054864,3088202,Pete,Brooklyn,Carroll Gardens,40.68051,-73.99743,Entire Home/Apt,109,4,6,2017-03-05,0.12,1,0
6056028,10622869,Lori,Manhattan,Upper West Side,40.78826,-73.96767,Entire Home/Apt,499,1,19,2019-06-11,0.38,1,296
6062060,24561040,Ame,Brooklyn,Park Slope,40.67975,-73.97666,Private Room,220,2,9,2017-05-21,0.2,3,251
6063050,9897580,David,Brooklyn,Bedford-Stuyvesant,40.68669,-73.93452,Private Room,55,3,51,2019-06-19,1.0,1,340
6064471,31477675,Jango,Manhattan,Lower East Side,40.7208,-73.9867,Entire Home/Apt,341,3,138,2019-06-08,2.87,1,58
6065370,31483029,Jaclyn,Brooklyn,Greenpoint,40.72661,-73.95153,Entire Home/Apt,108,2,3,2019-06-16,0.06,1,33
6065778,12811150,Sarah,Brooklyn,Windsor Terrace,40.65888,-73.98013,Entire Home/Apt,128,5,83,2018-12-26,1.63,1,52
6066563,19810363,Eric,Bronx,Clason Point,40.8115,-73.85607,Entire Home/Apt,110,2,95,2019-06-23,1.91,1,283
6069703,17958459,Maria,Brooklyn,Williamsburg,40.71462,-73.96309,Entire Home/Apt,179,8,39,2019-01-01,0.77,1,113
6070899,13934385,Jesse,Manhattan,Upper West Side,40.77684,-73.97979,Entire Home/Apt,175,5,2,2017-10-18,0.04,1,0
6071347,3987736,Marcel,Brooklyn,Bushwick,40.70069,-73.91114,Entire Home/Apt,80,5,8,2017-09-08,0.16,1,0
6071456,21248779,Charles,Brooklyn,Crown Heights,40.67406,-73.95234,Entire Home/Apt,149,2,22,2019-06-25,0.49,1,365
6071870,21940966,Mekkie,Manhattan,Morningside Heights,40.80465,-73.95827,Private Room,50,2,7,2019-01-07,0.15,2,191
6072842,31522185,Dimitri,Queens,Astoria,40.76602,-73.91742,Shared Room,75,5,4,2016-08-28,0.08,1,0
6074676,6600505,Jami,Manhattan,Financial District,40.70763,-74.00778,Private Room,100,3,24,2018-08-09,0.48,2,186
6074975,23234988,Ann,Queens,Flushing,40.74896,-73.80715,Entire Home/Apt,369,2,74,2019-05-28,1.46,6,256
6076202,12692690,Sebastian,Brooklyn,Brooklyn Heights,40.69384,-73.99261,Entire Home/Apt,198,7,7,2018-01-04,0.14,1,4
6077354,31545214,Paul & Hana,Queens,Middle Village,40.72399,-73.87088,Private Room,100,2,49,2019-06-08,0.96,1,365
6078234,31425596,Kevin,Manhattan,Upper West Side,40.78866,-73.97878,Entire Home/Apt,195,3,67,2019-06-30,1.33,1,85
6078788,1820750,Eric,Manhattan,Lower East Side,40.72004,-73.98896,Entire Home/Apt,257,3,11,2017-08-02,0.22,1,0
6079079,30214562,Sharon,Queens,Jamaica Estates,40.72362,-73.791,Entire Home/Apt,145,4,38,2017-06-28,0.75,1,125
6079197,31555753,Naichen,Manhattan,Upper West Side,40.80272,-73.96634,Private Room,45,1,7,2015-08-02,0.14,1,0
6084475,31534322,Nia,Queens,Long Island City,40.74637,-73.94615,Private Room,60,2,83,2019-06-03,1.65,4,81
6085932,1211856,Kim,Brooklyn,Prospect-Lefferts Gardens,40.6586,-73.96104,Private Room,80,3,4,2019-01-01,0.22,1,331
6087959,28023382,Edwin,Brooklyn,Gowanus,40.684,-73.98859,Entire Home/Apt,99,1,183,2019-06-30,3.74,1,196
6088910,31599293,Courtney,Manhattan,Hell'S Kitchen,40.75749,-73.99657,Entire Home/Apt,180,3,1,2015-05-04,0.02,1,0
6091208,4183050,Brett,Brooklyn,Williamsburg,40.7168,-73.94073,Private Room,96,3,28,2016-07-02,0.56,1,0
6091224,2798394,Dana,Manhattan,Harlem,40.80386,-73.95369,Entire Home/Apt,105,4,9,2019-01-02,0.18,1,0
6091850,31614694,Silvia,Queens,Long Island City,40.76019,-73.92915,Entire Home/Apt,80,3,177,2019-06-24,3.66,1,196
6092607,7271842,Arlen,Manhattan,Washington Heights,40.83987,-73.94279,Entire Home/Apt,100,2,1,2016-11-01,0.03,1,0
6093352,31621291,Elisabeth,Brooklyn,Williamsburg,40.7058,-73.93803,Private Room,58,1,270,2019-07-01,5.29,2,83
6093459,26414016,Guillermo,Brooklyn,Williamsburg,40.7186,-73.95951,Private Room,89,5,6,2016-11-27,0.12,2,0
6094046,31626212,Troy,Manhattan,Theater District,40.75863,-73.98472,Private Room,105,90,163,2019-06-08,3.21,5,316
6099485,15763944,Maral,Brooklyn,Clinton Hill,40.69069,-73.96043,Private Room,68,3,2,2018-06-25,0.11,1,0
6100514,6230173,Luke,Manhattan,Hell'S Kitchen,40.76017,-73.99198,Entire Home/Apt,200,4,30,2017-10-24,0.65,1,0
6101104,9107715,Michele,Manhattan,Upper East Side,40.77526,-73.95075,Entire Home/Apt,170,5,26,2019-05-18,0.55,1,115
6103146,182477,Shante,Brooklyn,Prospect-Lefferts Gardens,40.6566,-73.96148,Entire Home/Apt,60,5,9,2018-04-18,0.19,1,0
6103273,4562182,Florence,Manhattan,Harlem,40.81128,-73.94647,Entire Home/Apt,285,30,104,2019-06-30,2.07,4,249
6103774,27289632,Willa,Manhattan,East Harlem,40.79842,-73.93549,Entire Home/Apt,90,3,138,2019-07-02,2.74,1,71
6104187,31673092,Ayal,Brooklyn,Crown Heights,40.67757,-73.94886,Entire Home/Apt,75,30,101,2019-06-08,2.06,1,62
6104542,19661729,Sopchok,Queens,Jackson Heights,40.74898,-73.88638,Entire Home/Apt,115,1,51,2019-07-01,1.03,1,78
6104951,815619,Rajesh,Brooklyn,East Flatbush,40.64685,-73.95,Entire Home/Apt,118,30,1,2015-08-25,0.02,1,68
6105140,946182,Zachary,Brooklyn,Bedford-Stuyvesant,40.68582,-73.94231,Private Room,76,1,19,2019-05-26,0.7,1,89
6105240,184833,Edward,Brooklyn,Greenpoint,40.72123,-73.95357,Entire Home/Apt,245,7,6,2018-05-08,0.12,1,67
6106142,2077383,Tatiana,Manhattan,Upper East Side,40.77724,-73.95883,Entire Home/Apt,75,3,3,2016-06-14,0.06,1,0
6106445,7241674,Danielle,Manhattan,Hell'S Kitchen,40.76378,-73.98847,Entire Home/Apt,200,6,24,2019-05-20,0.7,1,188
6106544,1475015,Mike,Manhattan,Midtown,40.75621,-73.96802,Entire Home/Apt,85,30,4,2018-12-03,0.12,52,342
6107289,13920011,Andrea,Brooklyn,Greenpoint,40.72987,-73.95296,Entire Home/Apt,350,5,11,2018-08-25,0.23,1,12
6107592,30080463,Barbi,Manhattan,Harlem,40.80226,-73.94976,Private Room,101,3,65,2019-06-22,1.28,1,138
6114161,21327551,Liza,Manhattan,Nolita,40.72191,-73.99587,Private Room,125,1,1,2015-05-19,0.02,1,0
6114353,16923190,Chris,Manhattan,Lower East Side,40.71974,-73.98549,Private Room,89,3,19,2019-01-01,0.41,1,0
6115341,24216745,Luiz,Brooklyn,Williamsburg,40.71482,-73.93863,Entire Home/Apt,120,30,1,2017-12-31,0.05,1,128
6117496,30787515,Brooke,Manhattan,Midtown,40.76365,-73.98057,Entire Home/Apt,299,2,8,2015-12-14,0.16,1,176
6121052,13525339,Robert,Manhattan,Soho,40.72337,-73.99724,Entire Home/Apt,195,2,60,2019-06-24,1.18,1,16
6121300,7655328,Jessica,Manhattan,Greenwich Village,40.72923,-73.99949,Private Room,78,1,3,2016-01-31,0.06,3,0
6124097,3035426,Dimitri,Manhattan,Chelsea,40.74089,-74.00181,Entire Home/Apt,250,2,28,2019-05-26,0.56,1,328
6128992,301346,Dawn,Manhattan,Chelsea,40.75054,-73.99683,Entire Home/Apt,150,14,1,2015-05-20,0.02,1,0
6130145,29871437,Ester,Queens,Sunnyside,40.74315,-73.91733,Private Room,78,3,113,2019-07-01,2.23,1,285
6131266,3940516,Ali,Brooklyn,Crown Heights,40.67331,-73.95863,Private Room,55,1,1,2015-05-15,0.02,1,0
6131606,21014758,Garnet,Brooklyn,Bedford-Stuyvesant,40.68875,-73.92377,Private Room,38,2,39,2019-06-20,0.86,3,99
6132230,6976808,Tim,Manhattan,Soho,40.72708,-74.00055,Entire Home/Apt,150,5,36,2017-09-08,0.71,1,0
6133150,31817441,André,Brooklyn,Bedford-Stuyvesant,40.68227,-73.93305,Private Room,52,2,1,2015-11-01,0.02,1,0
6134199,6003040,Lalo,Manhattan,Upper West Side,40.78926,-73.96989,Entire Home/Apt,198,2,161,2019-06-29,3.21,1,252
6134906,6541721,Erika,Brooklyn,Sunset Park,40.64027,-74.01774,Private Room,49,1,67,2019-06-23,1.56,1,8
6140695,1613244,Ariel,Manhattan,Lower East Side,40.72003,-73.98901,Entire Home/Apt,105,30,12,2017-10-06,0.24,9,227
6141401,10529692,Jon,Manhattan,Kips Bay,40.74257,-73.98207,Entire Home/Apt,225,30,276,2019-06-21,5.54,1,338
6141561,6984488,Jessica,Brooklyn,Prospect Heights,40.67483,-73.9646,Private Room,125,4,16,2016-10-30,0.32,2,339
6142960,10520210,Scarlet,Brooklyn,Bedford-Stuyvesant,40.69315,-73.95998,Entire Home/Apt,110,2,19,2016-06-10,0.44,1,0
6145124,31876574,Morteza,Brooklyn,Crown Heights,40.66739,-73.9501,Private Room,44,1,1,2015-05-21,0.02,1,0
6145637,9532490,Alexandra,Manhattan,East Village,40.73065,-73.98899,Shared Room,77,2,57,2019-06-02,1.13,3,311
6146081,1943161,Al,Brooklyn,East Flatbush,40.64944,-73.93376,Entire Home/Apt,97,3,62,2019-06-23,1.23,1,326
6146783,14796247,Sandra And Cary,Brooklyn,Flatbush,40.64224,-73.96273,Private Room,45,5,59,2019-06-24,1.46,4,247
6149507,21558108,Emma,Brooklyn,Williamsburg,40.712,-73.96666,Entire Home/Apt,157,1,1,2015-05-07,0.02,1,0
6150778,608113,Adam,Brooklyn,Williamsburg,40.71059,-73.9506,Private Room,80,4,1,2015-05-20,0.02,1,0
6151450,26790498,Esther,Manhattan,Harlem,40.82366,-73.9461,Private Room,50,3,1,2018-05-28,0.07,1,0
6152725,31916657,Rosario,Queens,East Elmhurst,40.76509,-73.877,Entire Home/Apt,275,3,96,2019-07-01,1.9,1,333
6155072,15395133,Brett,Brooklyn,Clinton Hill,40.68732,-73.96654,Private Room,129,3,103,2019-05-22,2.02,1,156
6155857,7573842,Christina,Manhattan,West Village,40.73405,-74.00283,Entire Home/Apt,250,3,1,2016-07-21,0.03,1,0
6155877,18248926,Yana,Manhattan,Harlem,40.82434,-73.94816,Shared Room,36,1,84,2019-06-15,2.26,1,347
6156319,7775447,Sara,Manhattan,Upper East Side,40.78073,-73.94976,Entire Home/Apt,185,1,4,2015-12-07,0.08,1,0
6156442,31937844,Ryan,Manhattan,Hell'S Kitchen,40.76329,-73.99554,Entire Home/Apt,130,1,2,2015-04-28,0.04,1,0
6157276,23591164,Angela,Queens,East Elmhurst,40.76664,-73.87577,Private Room,65,1,466,2019-06-22,9.16,4,331
